STEP	TN	VDD	tCK	PATN	category
HFH	1029	0.980V	1213.6PS	WRX_C	1.6G_2_LVDD
HFH	1030	0.980V	1213.6PS	WDI_A	1.6G_2_LVDD
HFH	1031	0.980V	1213.6PS	WDI_B	1.6G_2_LVDD
HFH	1032	0.980V	1213.6PS	WDI_C	1.6G_2_LVDD
HFH	1033	0.980V	1213.6PS	WDI_N	1.6G_2_LVDD
HFH	1034	0.980V	1213.6PS	WDI_M	1.6G_2_LVDD
HFH	1035	0.980V	1213.6PS	LDM_A	1.6G_2_LVDD
HFH	1036	0.980V	1213.6PS	WDM_A	1.6G_2_LVDD
HFH	1037	0.980V	1213.6PS	DWN_N	1.6G_2_LVDD
HFH	1038	0.980V	1213.6PS	NV2_A	1.6G_2_LVDD
HFH	1039	0.980V	1213.6PS	NV3_A	1.6G_2_LVDD
HFH	1040	0.980V	1213.6PS	NV3_B	1.6G_2_LVDD
HFH	1041	0.980V	1213.6PS	NV4_A	1.6G_2_LVDD
HFH	1042	0.980V	1213.6PS	NV5_A	1.6G_2_LVDD
HFH	1043	0.980V	1213.6PS	WFR_A	1.6G_2_LVDD
HFH	1044	0.980V	1213.6PS	WFR_B	1.6G_2_LVDD
HFH	1045	0.980V	1213.6PS	FCW_A	1.6G_2_LVDD
HFH	1046	0.980V	1213.6PS	FCR_A	1.6G_2_LVDD
HFH	1047	0.980V	1213.6PS	OTF_A	1.6G_2_LVDD
HFH	1048	0.980V	1213.6PS	OTF_B	1.6G_2_LVDD
HFH	1049	0.980V	1213.6PS	BLR_A	1.6G_2_LVDD
HFH	1050	0.980V	1213.6PS	AAD_A	1.6G_2_LVDD
HFH	1051	0.980V	1213.6PS	OCG_O	1.6G_2_LVDD
HFH	1052	0.980V	1213.6PS	OCG_A	1.6G_2_LVDD
HFH	1053	0.980V	1213.6PS	OCG_N	1.6G_2_LVDD
HFH	1054	0.980V	1213.6PS	PDN_A	1.6G_2_LVDD
HFH	1055	0.980V	1213.6PS	PDN_B	1.6G_2_LVDD
HFH	1056	0.980V	1213.6PS	DPDN_A	1.6G_2_LVDD
HFH	1057	0.980V	1213.6PS	ACM_A	1.6G_2_LVDD
HFH	1058	0.980V	1213.6PS	ACM_B	1.6G_2_LVDD
HFH	1059	0.980V	1213.6PS	ADC_A	1.6G_2_LVDD
HFH	1060	0.980V	1213.6PS	ADC_N	1.6G_2_LVDD
HFH	1061	0.980V	1213.6PS	DADC_A	1.6G_2_LVDD
HFH	1062	0.980V	1213.6PS	DADC_B	1.6G_2_LVDD
HFH	1063	0.980V	1213.6PS	DADC_C	1.6G_2_LVDD
HFH	1064	0.980V	1213.6PS	DBI_A	1.6G_2_LVDD
HFH	1065	0.980V	1213.6PS	D2I_A	1.6G_2_LVDD
HFH	1066	0.980V	1213.6PS	DB2_A	1.6G_2_LVDD
HFH	1067	0.980V	1213.6PS	DBG_A	1.6G_2_LVDD
HFH	1068	0.980V	1213.6PS	DBG_B	1.6G_2_LVDD
HFH	1069	0.980V	1213.6PS	GPB_A	1.6G_2_LVDD
HFH	1070	0.980V	1213.6PS	PP4_A	1.6G_2_LVDD
HFH	1071	0.980V	1213.6PS	PR2_A	1.6G_2_LVDD
HFH	1072	0.980V	1213.6PS	PR3_A	1.6G_2_LVDD
HFH	1073	0.980V	1213.6PS	PR3_N	1.6G_2_LVDD
HFH	1074	0.980V	1213.6PS	APO_A	1.6G_2_LVDD
HFH	1075	0.980V	1213.6PS	AWR_A	1.6G_2_LVDD
HFH	1076	0.980V	1213.6PS	IAP_A	1.6G_2_LVDD
HFH	1077	0.980V	1213.6PS	API_A	1.6G_2_LVDD
HFH	1078	0.980V	1213.6PS	CCD_A	1.6G_2_LVDD
HFH	1079	0.980V	1213.6PS	GPT_A	1.6G_2_LVDD
HFH	1080	0.980V	1213.6PS	CIP_A	1.6G_2_LVDD
HFH	1081	0.980V	1213.6PS	YMA_A	1.6G_2_LVDD
HFH	1082	0.980V	1213.6PS	YCG_A	1.6G_2_LVDD
HFH	1083	0.980V	1213.6PS	CYF_A	1.6G_2_LVDD
HFH	1084	0.980V	1213.6PS	GLY_A	1.6G_2_LVDD
HFH	1085	0.980V	1213.6PS	DYG_A	1.6G_2_LVDD
HFH	1086	0.980V	1213.6PS	CJP_A	1.6G_2_LVDD
HFH	1087	0.980V	1213.6PS	CJP_N	1.6G_2_LVDD
HFH	1088	0.980V	1213.6PS	IPM_A	1.6G_2_LVDD
HFH	1089	0.980V	1213.6PS	IPM_N	1.6G_2_LVDD
HFH	1090	0.980V	1213.6PS	IPM_C	1.6G_2_LVDD
HFH	1091	0.980V	1213.6PS	IPM_M	1.6G_2_LVDD
HFH	1092	0.980V	1213.6PS	PBR_A	1.6G_2_LVDD
HFH	1093	0.980V	1213.6PS	PBR_N	1.6G_2_LVDD
HFH	1094	0.980V	1213.6PS	PBR_C	1.6G_2_LVDD
HFH	1095	0.980V	1213.6PS	PBR_O	1.6G_2_LVDD
HFH	1096	0.980V	1213.6PS	PBR_B	1.6G_2_LVDD
HFH	1097	0.980V	1213.6PS	PBR_M	1.6G_2_LVDD
HFH	1098	0.980V	1213.6PS	PGK_A	1.6G_2_LVDD
HFH	1099	0.980V	1213.6PS	DPGK_A	1.6G_2_LVDD
HFH	1100	0.980V	1213.6PS	PGK_N	1.6G_2_LVDD
HFH	1101	0.980V	1213.6PS	PGK_M	1.6G_2_LVDD
HFH	1102	0.980V	1213.6PS	DPBR_A	1.6G_2_LVDD
HFH	1103	0.980V	1213.6PS	DPBR_B	1.6G_2_LVDD
HFH	1104	0.980V	1213.6PS	DPBR_C	1.6G_2_LVDD
HFH	1105	0.980V	1213.6PS	DPBR_N	1.6G_2_LVDD
HFH	1106	0.980V	1213.6PS	DPBR_M	1.6G_2_LVDD
HFH	1107	0.980V	1213.6PS	DPBR_O	1.6G_2_LVDD
HFH	1108	0.980V	1213.6PS	DIPM_A	1.6G_2_LVDD
HFH	1109	0.980V	1213.6PS	DIPM_B	1.6G_2_LVDD
HFH	1110	0.980V	1213.6PS	DIPM_C	1.6G_2_LVDD
HFH	1111	0.980V	1213.6PS	DIPM_D	1.6G_2_LVDD
HFH	1112	0.980V	1213.6PS	DIPM_E	1.6G_2_LVDD
HFH	1113	0.980V	1213.6PS	DIPM_F	1.6G_2_LVDD
HFH	1114	0.980V	1213.6PS	DIPM_N	1.6G_2_LVDD
HFH	1115	0.980V	1213.6PS	DIPM_M	1.6G_2_LVDD
HFH	1116	0.980V	1213.6PS	DIPM_O	1.6G_2_LVDD
HFH	1117	0.980V	1213.6PS	DIPM_P	1.6G_2_LVDD
HFH	1118	0.980V	1213.6PS	DIPM_Q	1.6G_2_LVDD
HFH	1119	0.980V	1213.6PS	DIPM_R	1.6G_2_LVDD
HFH	1120	0.980V	1213.6PS	4YF_A	1.6G_2_LVDD
HFH	1121	0.980V	1213.6PS	IRN_A	1.6G_2_LVDD
HFH	1123	0.980V	1213.6PS	GIO_A	1.6G_2_LVDD
HFH	1124	0.980V	1213.6PS	MAT_A	1.6G_2_LVDD
HFH	1125	0.980V	1213.6PS	PCP_A	1.6G_2_LVDD
HFH	1126	0.980V	1213.6PS	RPD_A	1.6G_2_LVDD
HFH	1127	0.980V	1213.6PS	ECM_A	1.6G_2_LVDD
HFH	1128	0.980V	1213.6PS	PRF_A	1.6G_2_LVDD
HFH	1133	0.980V	1213.6PS	NWR_A	1.6G_2_LVDD
HFH	1134	0.980V	1213.6PS	LFF_A	1.6G_2_LVDD
HFH	1135	0.980V	1213.6PS	HRG_A	1.6G_2_LVDD
HFH	1136	0.980V	1213.6PS	DPDS_A	1.6G_2_LVDD
HFH	1137	0.980V	1213.6PS	DM6_A	1.6G_2_LVDD
HFH	1138	0.980V	1213.6PS	D3P_A	1.6G_2_LVDD
HFH	1129	0.980V	1213.6PS	DCF_E	1.6G_2_LVDD
HFH	1130	0.980V	1213.6PS	DCF_F	1.6G_2_LVDD
HFH	1139	0.990V	1300.0PS	PR3_N	IBIS
HFH	4914	1.000V	353.0PS	WST_A	5.5G_2_LVDD
HFH	4916	1.000V	353.0PS	RST_A	5.5G_2_LVDD
HFH	4805	1.120V	350.0PS	M9G_C	5.5G_4_LVDD
HFH	4375	1.050V	350.0PS	NV5_A	6.4G_4_LVDD
HFH	4376	1.040V	350.0PS	NV5_A	6.4G_4_LVDD
HFH	4377	1.030V	350.0PS	NV5_A	6.4G_4_LVDD
HFH	4345	0.990V	310.0PS	GST_A	6.4G_4_LVDD
HFH	4346	0.990V	310.0PS	GST_B	6.4G_4_LVDD
HFH	4347	1.060V	390.0PS	GST_C	6.4G_4_LVDD
HFH	4348	1.060V	390.0PS	GST_D	6.4G_4_LVDD
HFH	4396	0.980V	450.0PS	D0F_A	6.4G_4_LVDD
HFH	4397	0.980V	450.0PS	D0F_B	6.4G_4_LVDD
HFH	4398	0.980V	450.0PS	D0F_C	6.4G_4_LVDD
HFH	4399	0.980V	450.0PS	D0F_D	6.4G_4_LVDD
HFH	4863	0.980V	455.2PS	COB_A	4.2G_4_LVDD
HFH	803	1.150V	4000.0PS	ZQC_D	IBIS
HFH	803	1.150V	4000.0PS	ZQC_U	IBIS
HFH	803	1.150V	4000.0PS	ZQC_A	IBIS
HFH	803	1.050V	4000.0PS	ZQC_D	IBIS
HFH	803	1.050V	4000.0PS	ZQC_U	IBIS
HFH	803	1.050V	4000.0PS	ZQC_A	IBIS
HFH	4996	1.150V	625.0PS	OSC_A	IBIS
HFH	4996	1.150V	625.0PS	OSC_C	IBIS
HFH	4996	1.150V	625.0PS	OSC_D	IBIS
HFH	4996	0.980V	625.0PS	OSC_A	IBIS
HFH	4996	0.980V	625.0PS	OSC_B	IBIS
HFH	4996	0.980V	625.0PS	OSC_C	IBIS
HFH	4996	0.980V	625.0PS	OSC_D	IBIS
HFH	4996	1.150V	266.7PS	OSC_A	IBIS
HFH	4996	1.150V	266.7PS	OSC_B	IBIS
HFH	4996	1.150V	266.7PS	OSC_C	IBIS
HFH	4996	1.150V	266.7PS	OSC_D	IBIS
HFH	4996	0.980V	266.7PS	OSC_A	IBIS
HFH	4996	0.980V	266.7PS	OSC_B	IBIS
HFH	4996	0.980V	266.7PS	OSC_C	IBIS
HFH	4996	0.980V	266.7PS	OSC_D	IBIS
HFH	4996	1.150V	312.5PS	OSC_C	IBIS
HFH	4996	1.150V	312.5PS	OSC_D	IBIS
HFH	4996	1.010V	258.9PS	M26_P	IBIS
HFH	4996	1.050V	267.0PS	M26_P	IBIS
HFH	930	1.010V	259.0PS	COB_W	7.5G_4_LVDD
HFH	4996	1.010V	259.0PS	COB_W	7.5G_4_LVDD
HFH	4996	1.010V	259.0PS	M26_R	IBIS
HFH	4405	1.010V	259.0PS	M26_B	IBIS
HFH	4996	1.010V	259.0PS	M26_A	IBIS
HFH	4996	1.010V	500.0PS	M26_R	IBIS
HFH	4450	1.000V	258.9PS	DDBT_A	7.5G_4_LVDD
HFH	4451	1.000V	258.9PS	DDBT_B	7.5G_4_LVDD
HFH	4452	1.000V	258.9PS	DDBT_C	7.5G_4_LVDD
HFH	4453	1.000V	258.9PS	DDBT_D	7.5G_4_LVDD
HFH	4454	1.000V	258.9PS	DDBT_E	7.5G_4_LVDD
HFH	4455	1.000V	258.9PS	DDBT_F	7.5G_4_LVDD
HFH	4456	1.000V	258.9PS	DDBT_G	7.5G_4_LVDD
HFH	4457	1.000V	258.9PS	DDBT_H	7.5G_4_LVDD
HFH	4458	1.000V	258.9PS	DDBT_I	7.5G_4_LVDD
HFH	4459	1.000V	258.9PS	DDBT_J	7.5G_4_LVDD
HFH	4460	1.000V	258.9PS	DDBT_K	7.5G_4_LVDD
HFH	4461	1.000V	258.9PS	DDBT_L	7.5G_4_LVDD
HFH	4462	1.000V	258.9PS	DDBT_M	7.5G_4_LVDD
HFH	4463	1.000V	258.9PS	DDBN_N	7.5G_4_LVDD
HFH	4464	1.000V	258.9PS	DDBT_O	7.5G_4_LVDD
HFH	4465	1.000V	258.9PS	DDBT_P	7.5G_4_LVDD
HFH	4466	1.000V	258.9PS	DDBT_Q	7.5G_4_LVDD
HFH	4467	1.000V	258.9PS	DDBT_R	7.5G_4_LVDD
HFH	4468	1.000V	258.9PS	DDBT_S	7.5G_4_LVDD
HFH	4469	1.000V	258.9PS	DDBT_T	7.5G_4_LVDD
HFH	4470	1.000V	258.9PS	DDBT_U	7.5G_4_LVDD
HFH	4471	1.000V	258.9PS	DDBT_V	7.5G_4_LVDD
HFH	4472	1.000V	258.9PS	DDBT_W	7.5G_4_LVDD
HFH	4473	1.000V	258.9PS	DDBT_X	7.5G_4_LVDD
HFH	4480	1.000V	258.9PS	DDB3_T	7.5G_4_LVDD
HFH	4481	1.000V	258.9PS	DDB3_T	7.5G_4_LVDD
HFH	4482	1.000V	258.9PS	DDB3_T	7.5G_4_LVDD
HFH	4483	1.000V	258.9PS	DDBT_A	7.5G_4_LVDD
HFH	4474	1.010V	256.0PS	DDBT_F	7.5G_4_LVDD
HFH	4475	1.010V	256.0PS	DDBT_I	7.5G_4_LVDD
HFH	4476	1.010V	256.0PS	DDBT_J	7.5G_4_LVDD
HFH	4477	1.010V	256.0PS	DDBT_L	7.5G_4_LVDD
HFH	4478	1.010V	256.0PS	DDBN_N	7.5G_4_LVDD
HFH	4479	0.990V	259.0PS	DDBT_G	7.5G_4_LVDD
HFH	4487	1.000V	258.9PS	DDBP_X	7.5G_4_LVDD
HFH	4488	1.000V	258.9PS	DDBP_A	7.5G_4_LVDD
HFH	4996	0.980V	300.0PS	ADC_F	VREFLSA_UP1
HFH	3911	0.980V	300.0PS	CLL_F	VREFLSA_UP1
HFH	3912	0.980V	300.0PS	CLL_E	VREFLSA_UP1
HFH	3907	0.990V	300.0PS	DDBP_Q	7.5G_4_LVDD
HFH	3908	1.000V	258.9PS	DPBR_Z	7.5G_4_LVDD
HFH	3815	1.150V	258.9PS	DIPM_A	7.5G_4_HVDD
HFH	3816	1.150V	258.9PS	DIPM_B	7.5G_4_HVDD
HFH	3817	1.150V	258.9PS	DIPM_C	7.5G_4_HVDD
HFH	3818	1.150V	258.9PS	DIPM_D	7.5G_4_HVDD
HFH	3819	1.150V	258.9PS	DIPM_E	7.5G_4_HVDD
HFH	3820	1.150V	258.9PS	DIPM_F	7.5G_4_HVDD
HFH	3820	1.150V	258.9PS	DIPM_M	7.5G_4_HVDD
HFH	3821	1.150V	258.9PS	DIPM_N	7.5G_4_HVDD
HFH	3822	1.150V	258.9PS	DIPM_O	7.5G_4_HVDD
HFH	3823	1.150V	258.9PS	DIPM_P	7.5G_4_HVDD
HFH	3824	1.150V	258.9PS	DIPM_Q	7.5G_4_HVDD
HFH	3825	1.150V	258.9PS	DIPM_R	7.5G_4_HVDD
HFH	2692	1.030V	260.0PS	NV5_A	FRP_BG1_P1
HFH	2704	0.980V	275.0PS	APO_A	FRP_BG1_P1
HFH	2705	1.030V	275.0PS	OCG_O	FRP_BG1_P1
HFH	3920	1.000V	278.0PS	DR2R_A	7.5G_4_LVDD
HFH	3921	1.000V	280.0PS	DR2R_A	7.5G_4_LVDD
HFH	3922	1.000V	281.0PS	DR2R_A	7.5G_4_LVDD
HFH	3923	1.000V	308.0PS	DR2R_A	7.5G_4_LVDD
HFH	3924	1.000V	310.0PS	DR2R_A	7.5G_4_LVDD
HFH	3925	1.000V	312.0PS	DR2R_A	7.5G_4_LVDD
HFH	3926	0.980V	272.0PS	IPM_P	FRP_BG1_M1_remove
HFH	3827	0.980V	262.0PS	IPM_X	7.5G_4_LVDD
HFH	3830	0.980V	262.0PS	DBKS_0	7.4G_4_LVDD
HFC	336	0.980V	4000.00PS	Z04	CODEREAD
HFC	850	1.150V	4000.00PS	ZQC	CODEREAD
HFC	851	1.050V	4000.00PS	ZQC	CODEREAD
HFC	756	1.150V	625.00PS	OSC	CODEREAD
HFC	754	1.150V	625.00PS	OSC	CODEREAD
HFC	766	0.980V	625.00PS	OSC	CODEREAD
HFC	764	0.980V	625.00PS	OSC	CODEREAD
HFC	755	1.150V	266.67PS	OSC	CODEREAD
HFC	753	1.150V	266.67PS	OSC	CODEREAD
HFC	765	0.980V	266.67PS	OSC	CODEREAD
HFC	763	0.980V	266.67PS	OSC	CODEREAD
HFC	771	0.980V	266.67PS	OSC	CODEREAD
HFC	753	1.150V	312.50PS	OSC	CODEREAD
HFC	859	1.050V	258.90PS	NDT_ME	CODEREAD
HFC	845	1.010V	258.90PS	TQW_RQ	CODEREAD
HFC	845	1.010V	258.90PS	TQ1_RQ	CODEREAD
HFC	841	1.010V	258.90PS	ALLIOQ0	CODEREAD
HFC	842	1.010V	258.90PS	ALLIOQ0	CODEREAD
HFC	891	1.050V	258.90PS	TQ1_B0	CODEREAD
HFC	892	1.050V	258.90PS	TQ1_B2	CODEREAD
HFC	893	1.050V	258.90PS	TQ1_B1	CODEREAD
HFC	894	1.050V	258.90PS	TQ1_B3	CODEREAD
HFC	921	1.000V	267.00PS	RDVW01	CODEREAD
HFC	920	1.050V	267.00PS	RDVW01	CODEREAD
HFC	922	1.050V	267.00PS	RDVW03	CODEREAD
HFC	923	1.050V	267.00PS	RDVW03	CODEREAD
HFC	924	1.050V	267.00PS	RDVW03	CODEREAD
HFC	925	1.050V	267.00PS	RDVW03	CODEREAD
HFC	926	1.050V	267.00PS	RDVW03	CODEREAD
HFC	927	1.050V	267.00PS	RDVW03	CODEREAD
HFC	928	1.050V	267.00PS	RDVW03	CODEREAD
HFC	929	1.050V	267.00PS	RDVW03	CODEREAD
HFC	931	1.010V	259.00PS	WRVW01	CODEREAD
HFC	932	1.010V	259.00PS	WRVW01	CODEREAD
HFC	933	1.010V	259.00PS	WRVMED	CODEREAD
HFC	934	1.010V	259.00PS	WRVW01	CODEREAD
HFC	935	1.010V	259.00PS	WRVMED	CODEREAD
HFC	936	1.010V	259.00PS	WRVW01	CODEREAD
HFC	937	1.010V	259.00PS	WRVW01	CODEREAD
HFC	938	1.010V	259.00PS	WRVW01	CODEREAD
HFC	939	1.010V	259.00PS	WRVW01	CODEREAD
HFC	942	1.010V	259.00PS	WRVW01	CODEREAD
HFC	943	1.010V	259.00PS	WRVMED	CODEREAD
HFC	944	1.010V	259.00PS	WRVW01	CODEREAD
HFC	945	1.010V	259.00PS	WRVMED	CODEREAD
HFC	946	1.010V	259.00PS	WRVW01	CODEREAD
HFC	947	1.010V	259.00PS	WRVW01	CODEREAD
HFC	948	1.010V	259.00PS	WRVW01	CODEREAD
HFC	949	1.010V	259.00PS	WRVW01	CODEREAD
HFC	791	1.010V	258.90PS	DCA_01	CODEREAD
HFC	792	1.010V	258.90PS	DCA_02	CODEREAD
HFC	4908	1.010V	259.00PS	DCM_G1	CODEREAD
HFC	4909	1.010V	259.00PS	DCM_G2	CODEREAD
HFC	4905	1.010V	259.00PS	DCM_F0	CODEREAD
HFC	4905	1.010V	259.00PS	DCM_F1	CODEREAD
HFC	4906	1.010V	259.00PS	DCM_F0	CODEREAD
HFC	4906	1.010V	259.00PS	DCM_F1	CODEREAD
HFH	758	1.150V	4000.00PS	VROCHK0	CODEREAD
HFH	759	1.150V	4000.00PS	VROCHK1	CODEREAD
HFH	850	1.150V	4000.00PS	ZQC	CODEREAD
HFH	851	1.050V	4000.00PS	ZQC	CODEREAD
HFH	756	1.150V	625.00PS	OSC	CODEREAD
HFH	754	1.150V	625.00PS	OSC	CODEREAD
HFH	766	0.980V	625.00PS	OSC	CODEREAD
HFH	764	0.980V	625.00PS	OSC	CODEREAD
HFH	755	1.150V	266.67PS	OSC	CODEREAD
HFH	753	1.150V	266.67PS	OSC	CODEREAD
HFH	765	0.980V	266.67PS	OSC	CODEREAD
HFH	763	0.980V	266.67PS	OSC	CODEREAD
HFH	771	0.980V	266.67PS	OSC	CODEREAD
HFH	753	1.150V	312.50PS	OSC	CODEREAD
HFH	859	1.050V	258.90PS	NDT_ME	CODEREAD
HFH	845	1.010V	258.90PS	TQW_RQ	CODEREAD
HFH	845	1.010V	258.90PS	TQ1_RQ	CODEREAD
HFH	841	1.010V	258.90PS	ALLIOQ0	CODEREAD
HFH	842	1.010V	258.90PS	ALLIOQ0	CODEREAD
HFH	891	1.050V	258.90PS	TQ1_B0	CODEREAD
HFH	892	1.050V	258.90PS	TQ1_B2	CODEREAD
HFH	893	1.050V	258.90PS	TQ1_B1	CODEREAD
HFH	894	1.050V	258.90PS	TQ1_B3	CODEREAD
HFH	921	1.000V	267.00PS	RDVW01	CODEREAD
HFH	920	1.050V	267.00PS	RDVW01	CODEREAD
HFH	922	1.050V	267.00PS	RDVW03	CODEREAD
HFH	923	1.050V	267.00PS	RDVW03	CODEREAD
HFH	924	1.050V	267.00PS	RDVW03	CODEREAD
HFH	925	1.050V	267.00PS	RDVW03	CODEREAD
HFH	926	1.050V	267.00PS	RDVW03	CODEREAD
HFH	927	1.050V	267.00PS	RDVW03	CODEREAD
HFH	928	1.050V	267.00PS	RDVW03	CODEREAD
HFH	929	1.050V	267.00PS	RDVW03	CODEREAD
HFH	931	1.010V	259.00PS	WRVW01	CODEREAD
HFH	932	1.010V	259.00PS	WRVW01	CODEREAD
HFH	933	1.010V	259.00PS	WRVMED	CODEREAD
HFH	934	1.010V	259.00PS	WRVW01	CODEREAD
HFH	935	1.010V	259.00PS	WRVMED	CODEREAD
HFH	936	1.010V	259.00PS	WRVW01	CODEREAD
HFH	937	1.010V	259.00PS	WRVW01	CODEREAD
HFH	938	1.010V	259.00PS	WRVW01	CODEREAD
HFH	939	1.010V	259.00PS	WRVW01	CODEREAD
HFH	942	1.010V	259.00PS	WRVW01	CODEREAD
HFH	943	1.010V	259.00PS	WRVMED	CODEREAD
HFH	944	1.010V	259.00PS	WRVW01	CODEREAD
HFH	945	1.010V	259.00PS	WRVMED	CODEREAD
HFH	946	1.010V	259.00PS	WRVW01	CODEREAD
HFH	947	1.010V	259.00PS	WRVW01	CODEREAD
HFH	948	1.010V	259.00PS	WRVW01	CODEREAD
HFH	949	1.010V	259.00PS	WRVW01	CODEREAD
HFH	791	1.010V	258.90PS	DCA_01	CODEREAD
HFH	792	1.010V	258.90PS	DCA_02	CODEREAD
HFH	4908	1.010V	259.00PS	DCM_G1	CODEREAD
HFH	4909	1.010V	259.00PS	DCM_G2	CODEREAD
HFH	4905	1.010V	259.00PS	DCM_F0	CODEREAD
HFH	4905	1.010V	259.00PS	DCM_F1	CODEREAD
HFH	4906	1.010V	259.00PS	DCM_F0	CODEREAD
HFH	4906	1.010V	259.00PS	DCM_F1	CODEREAD
HFH	4910	1.010V	500.00PS	DCM_G3	CODEREAD
HFH	4911	1.010V	500.00PS	DCM_G3	CODEREAD
HFH	4912	1.010V	500.00PS	DCM_G3	CODEREAD
HFC	853	1.050V	258.90PS	OCD_0	IBIS
HFC	854	1.050V	258.90PS	OCD_F	IBIS
HFC	857	1.050V	258.90PS	OCR_D	IBIS
HFC	857	1.050V	258.90PS	OCR_U	IBIS
HFC	855	1.050V	258.90PS	NDT_A	IBIS
HFC	874	1.050V	258.90PS	TQW_5	IBIS
HFC	875	1.050V	258.90PS	TQW_A	IBIS
HFC	876	1.050V	258.90PS	IOP_F	IBIS
HFC	831	1.050V	258.90PS	VRO_A	IBIS
HFC	832	1.050V	258.90PS	VRO_A	IBIS
HFC	833	1.050V	258.90PS	VRO_A	IBIS
HFC	834	1.050V	258.90PS	VRO_A	IBIS
HFC	835	1.050V	258.90PS	VRO_B	IBIS
HFC	836	1.050V	258.90PS	VRO_B	IBIS
HFC	837	1.050V	258.90PS	VRO_B	IBIS
HFC	838	1.050V	258.90PS	VRO_B	IBIS
HFC	999	1.010V	258.90PS	TQW_X	TQW
HFC	843	1.010V	258.90PS	TQW_X	TQW
HFC	844	1.010V	258.90PS	TQW_X	TQW
HFC	881	1.050V	258.90PS	TQW_X	TQW
HFC	882	1.050V	258.90PS	TQW_X	TQW
HFC	958	1.010V	258.90PS	TQW_X	DCA
HFC	958	1.010V	258.90PS	TQW_R	DCA
HFH	853	1.050V	258.90PS	OCD_0	IBIS
HFH	854	1.050V	258.90PS	OCD_F	IBIS
HFH	857	1.050V	258.90PS	OCR_D	IBIS
HFH	857	1.050V	258.90PS	OCR_U	IBIS
HFH	855	1.050V	258.90PS	NDT_A	IBIS
HFH	874	1.050V	258.90PS	TQW_5	IBIS
HFH	875	1.050V	258.90PS	TQW_A	IBIS
HFH	876	1.050V	258.90PS	IOP_F	IBIS
HFH	831	1.050V	258.90PS	VRO_A	IBIS
HFH	832	1.050V	258.90PS	VRO_B	IBIS
HFH	839	1.050V	258.90PS	VRO_A	IBIS
HFH	840	1.050V	258.90PS	VRO_B	IBIS
HFH	999	1.010V	258.90PS	TQW_X	TQW
HFH	843	1.010V	258.90PS	TQW_X	TQW
HFH	844	1.010V	258.90PS	TQW_X	TQW
HFH	881	1.050V	258.90PS	TQW_X	TQW
HFH	882	1.050V	258.90PS	TQW_X	TQW
HFH	958	1.010V	258.90PS	TQW_X	DCA
HFH	958	1.010V	258.90PS	TQW_R	DCA
HFC	11	1.120V	258.90PS	I00_A	IDD
HFC	29	1.120V	258.90PS	I2P_S	IDD
HFC	12	1.120V	258.90PS	I2P_A	IDD
HFC	13	1.120V	258.90PS	I2P_S	IDD
HFC	14	1.120V	258.90PS	I2N_A	IDD
HFC	15	1.120V	258.90PS	I2N_S	IDD
HFC	16	1.120V	258.90PS	I3P_A	IDD
HFC	17	1.120V	258.90PS	I3P_S	IDD
HFC	18	1.120V	258.90PS	I3N_A	IDD
HFC	19	1.120V	258.90PS	I3N_S	IDD
HFC	20	1.120V	258.90PS	I4R_C	IDD
HFC	30	1.120V	258.90PS	I4R_D	IDD
HFC	21	1.120V	258.90PS	I4W_E	IDD
HFC	31	1.120V	258.90PS	I4W_F	IDD
HFC	22	1.120V	258.90PS	I5A_A	IDD
HFC	23	1.120V	258.90PS	I5A_B	IDD
HFC	24	1.120V	258.90PS	I5P_A	IDD
HFC	25	1.120V	258.90PS	I5P_B	IDD
HFC	26	1.120V	258.90PS	I6P_A	IDD
HFC	27	1.120V	258.90PS	I6P_B	IDD
HFC	28	1.120V	258.90PS	I6P_C	IDD
HFH	50	1.120V	1213.59PS	I4R_C	IDD
HFH	51	1.120V	1213.59PS	I4W_E	IDD
HFH	11	1.120V	258.90PS	I00_A	IDD
HFH	12	1.120V	258.90PS	I2P_A	IDD
HFH	13	1.120V	258.90PS	I2P_S	IDD
HFH	14	1.120V	258.90PS	I2N_A	IDD
HFH	15	1.120V	258.90PS	I2N_S	IDD
HFH	16	1.120V	258.90PS	I3P_A	IDD
HFH	17	1.120V	258.90PS	I3P_S	IDD
HFH	18	1.120V	258.90PS	I3N_A	IDD
HFH	19	1.120V	258.90PS	I3N_S	IDD
HFH	20	1.120V	258.90PS	I4R_C	IDD
HFH	30	1.120V	258.90PS	I4R_D	IDD
HFH	21	1.120V	258.90PS	I4W_E	IDD
HFH	31	1.120V	258.90PS	I4W_F	IDD
HFH	22	1.120V	258.90PS	I5A_A	IDD
HFH	23	1.120V	258.90PS	I5A_B	IDD
HFH	24	1.120V	258.90PS	I5P_A	IDD
HFH	25	1.120V	258.90PS	I5P_B	IDD
HFH	26	1.120V	258.90PS	I6P_A	IDD
HFH	27	1.120V	258.90PS	I6P_B	IDD
HFH	28	1.120V	258.90PS	I6P_C	IDD
HFH	32	1.120V	258.90PS	I5A_A	IDD
HFC	701	MET4	CDC		
HFC	702	BP~MET3	CDC		
HFC	703	GP	CDC		
HFC	706	MET4	CDC		
HFC	707	BP~MET3	CDC		
HFC	708	GP	CDC		
HFC	711	MET4	CDC		
HFC	712	BP~MET3	CDC		
HFC	713	GP	CDC		
HFC	200	1.150V	4000.0PS	TRA_A	TRA
HFC	201	0.980V	4000.0PS	TRA_A	TRA
