STEP	TN	VDD	tCK	PATN	category
HFC	1121	0.980V	1213.6PS	IRN_A	1.6G_2_LVDD
HFC	1123	0.980V	1213.6PS	GIO_A	1.6G_2_LVDD
HFC	1124	0.980V	1213.6PS	MAT_A	1.6G_2_LVDD
HFC	1125	0.980V	1213.6PS	PCP_A	1.6G_2_LVDD
HFC	1126	0.980V	1213.6PS	RPD_A	1.6G_2_LVDD
HFC	1127	0.980V	1213.6PS	ECM_A	1.6G_2_LVDD
HFC	1128	0.980V	1213.6PS	PRF_A	1.6G_2_LVDD
HFC	1133	0.980V	1213.6PS	NWR_A	1.6G_2_LVDD
HFC	1134	0.980V	1213.6PS	LFF_A	1.6G_2_LVDD
HFC	1135	0.980V	1213.6PS	HRG_A	1.6G_2_LVDD
HFC	1136	0.980V	1213.6PS	DPDS_A	1.6G_2_LVDD
HFC	1137	0.980V	1213.6PS	DM6_A	1.6G_2_LVDD
HFC	1138	0.980V	1213.6PS	D3P_A	1.6G_2_LVDD
HFC	1129	0.980V	1213.6PS	DCF_E	1.6G_2_LVDD
HFC	1130	0.980V	1213.6PS	DCF_F	1.6G_2_LVDD
HFC	1139	0.990V	1300.0PS	PR3_N	IBIS
HFC	4805	1.120V	350.0PS	M9G_C	5.5G_4_LVDD
HFC	4375	1.050V	350.0PS	NV5_A	6.4G_4_LVDD
HFC	4376	1.040V	350.0PS	NV5_A	6.4G_4_LVDD
HFC	4377	1.030V	350.0PS	NV5_A	6.4G_4_LVDD
HFC	4345	0.990V	310.0PS	GST_A	6.4G_4_LVDD
HFC	4346	0.990V	310.0PS	GST_B	6.4G_4_LVDD
HFC	4347	1.060V	390.0PS	GST_C	6.4G_4_LVDD
HFC	4348	1.060V	390.0PS	GST_D	6.4G_4_LVDD
HFC	4396	0.980V	450.0PS	D0F_A	6.4G_4_LVDD
HFC	4397	0.980V	450.0PS	D0F_B	6.4G_4_LVDD
HFC	4398	0.980V	450.0PS	D0F_C	6.4G_4_LVDD
HFC	4399	0.980V	450.0PS	D0F_D	6.4G_4_LVDD
HFC	4863	0.980V	455.2PS	COB_A	4.2G_4_LVDD
HFC	803	1.150V	4000.0PS	ZQC_D	IBIS
HFC	803	1.150V	4000.0PS	ZQC_U	IBIS
HFC	803	1.150V	4000.0PS	ZQC_A	IBIS
HFC	803	1.050V	4000.0PS	ZQC_D	IBIS
HFC	803	1.050V	4000.0PS	ZQC_U	IBIS
HFC	803	1.050V	4000.0PS	ZQC_A	IBIS
HFC	4996	1.150V	625.0PS	OSC_A	IBIS
HFC	4996	1.150V	625.0PS	OSC_C	IBIS
HFC	4996	1.150V	625.0PS	OSC_D	IBIS
HFC	4996	0.980V	625.0PS	OSC_A	IBIS
HFC	4996	0.980V	625.0PS	OSC_B	IBIS
HFC	4996	0.980V	625.0PS	OSC_C	IBIS
HFC	4996	0.980V	625.0PS	OSC_D	IBIS
HFC	4996	1.150V	266.7PS	OSC_A	IBIS
HFC	4996	1.150V	266.7PS	OSC_B	IBIS
HFC	4996	1.150V	266.7PS	OSC_C	IBIS
HFC	4996	1.150V	266.7PS	OSC_D	IBIS
HFC	4996	0.980V	266.7PS	OSC_A	IBIS
HFC	4996	0.980V	266.7PS	OSC_B	IBIS
HFC	4996	0.980V	266.7PS	OSC_C	IBIS
HFC	4996	0.980V	266.7PS	OSC_D	IBIS
HFC	4996	1.150V	312.5PS	OSC_C	IBIS
HFC	4996	1.150V	312.5PS	OSC_D	IBIS
HFC	4996	1.010V	258.9PS	M26_P	IBIS
HFC	4996	1.050V	267.0PS	M26_P	IBIS
HFC	930	1.010V	259.0PS	COB_W	7.5G_4_LVDD
HFC	4996	1.010V	259.0PS	COB_W	7.5G_4_LVDD
HFC	4996	1.010V	259.0PS	M26_R	IBIS
HFC	4405	1.010V	259.0PS	M26_B	IBIS
HFC	4996	1.010V	259.0PS	M26_A	IBIS
HFC	4450	1.000V	258.9PS	DDBT_A	7.5G_4_LVDD
HFC	4473	1.000V	258.9PS	DDBT_X	7.5G_4_LVDD
HFC	4484	1.000V	350.0PS	DDBT_X	7.5G_4_LVDD
HFC	4485	1.000V	370.0PS	DDBT_X	7.5G_4_LVDD
HFC	4486	0.970V	280.0PS	DDBP_J	7.5G_4_LVDD
HFC	2697	0.990V	265.0PS	I4R_A	FRP_BG1_P1
HFC	3840	0.980V	400.0PS	DPGK_C	7.5G_4_LVDD
HFC	3828	0.980V	262.0PS	DDBK_1	7.5G_4_LVDD
HFC	3829	0.980V	262.0PS	DDBK_8	7.5G_4_LVDD
HFC	3827	0.980V	262.0PS	IPM_X	7.5G_4_LVDD
HFC	3831	0.980V	270.0PS	DBKS_4	E1_E2_TC
HFC	3832	0.980V	270.0PS	DBKS_8	E1_E2_TC
HFC	3835	0.980V	270.0PS	DBKS_2	E1_E2_TC
HFC	3833	0.980V	270.0PS	DBKS_7	FRP_BG3_M1_P1
HFC	3834	0.980V	265.0PS	DBKS_4	WCSLE_DIS_P1
HFC	3836	0.980V	265.0PS	DBKS_2	FRP_BG0_1B_P1_M1_4G
HFH	300	1.150V	4000.0PS	RDC_A	0.5G_2_HVDD
HFH	306	1.150V	4000.0PS	WTR_B	0.5G_2_HVDD
HFH	312	1.150V	4000.0PS	ADC_A	0.5G_2_HVDD
HFH	304	1.150V	4000.0PS	CBT_A	0.5G_2_HVDD
HFH	310	1.150V	4000.0PS	WTR_C	0.5G_2_HVDD
HFH	314	1.150V	4000.0PS	ADC_N	0.5G_2_HVDD
HFH	316	1.150V	4000.0PS	API_A	0.5G_2_HVDD
HFH	318	1.150V	4000.0PS	IPM_A	0.5G_2_HVDD
HFH	320	1.150V	4000.0PS	YMA_A	0.5G_2_HVDD
HFH	322	1.150V	4000.0PS	DRBI_A	0.5G_2_HVDD
HFH	324	1.150V	4000.0PS	WBI_A	0.5G_2_HVDD
HFH	369	1.150V	4000.0PS	WTR_B	0.5G_2_HVDD
HFH	301	0.980V	4000.0PS	RDC_A	0.5G_2_LVDD
HFH	305	0.980V	4000.0PS	CBT_A	0.5G_2_LVDD
HFH	307	0.980V	4000.0PS	WTR_B	0.5G_2_LVDD
HFH	311	0.980V	4000.0PS	WTR_C	0.5G_2_LVDD
HFH	313	0.980V	4000.0PS	ADC_A	0.5G_2_LVDD
HFH	315	0.980V	4000.0PS	ADC_N	0.5G_2_LVDD
HFH	317	0.980V	4000.0PS	API_A	0.5G_2_LVDD
HFH	319	0.980V	4000.0PS	IPM_A	0.5G_2_LVDD
HFH	321	0.980V	4000.0PS	YMA_A	0.5G_2_LVDD
HFH	323	0.980V	4000.0PS	DRBI_A	0.5G_2_LVDD
HFH	325	0.980V	4000.0PS	WBI_A	0.5G_2_LVDD
HFH	327	0.980V	4000.0PS	WSY_B	0.5G_2_LVDD
HFH	350	0.980V	4000.0PS	APA_A	0.5G_2_LVDD
HFH	335	0.980V	4000.0PS	MRA_A	0.5G_2_LVDD
HFH	339	0.980V	4000.0PS	LEC_C	0.5G_2_LVDD
HFH	355	0.980V	4000.0PS	ALL_A	0.5G_2_LVDD
HFH	343	0.980V	4000.0PS	CKL_A	0.5G_2_LVDD
HFH	345	0.980V	4000.0PS	NIF_A	0.5G_2_LVDD
HFH	367	0.980V	4000.0PS	WTR_B	0.5G_2_LVDD
HFH	370	0.990V	4000.0PS	WDI_C	0.5G_2_LVDD
HFH	371	1.150V	4000.0PS	WDI_D	0.5G_2_HVDD
HFH	375	0.980V	4000.0PS	ALL_D	0.5G_2_LVDD
HFH	271	1.150V	258.9PS	DRDC_S	7.5G_4_HVDD
HFH	272	1.150V	258.9PS	DWFF_C	7.5G_4_HVDD
HFH	3000	1.150V	258.9PS	I4R_A	7.5G_4_HVDD
HFH	3001	1.150V	258.9PS	I4R_B	7.5G_4_HVDD
HFH	3002	1.150V	258.9PS	I8R_A	7.5G_4_HVDD
HFH	3003	1.150V	258.9PS	I8R_B	7.5G_4_HVDD
HFH	3004	1.150V	258.9PS	IYF_A	7.5G_4_HVDD
HFH	3005	1.150V	258.9PS	IYF_B	7.5G_4_HVDD
HFH	3006	1.150V	258.9PS	ROB_A	7.5G_4_HVDD
HFH	3007	1.150V	258.9PS	COB_A	7.5G_4_HVDD
HFH	3008	1.150V	258.9PS	COB_N	7.5G_4_HVDD
HFH	3009	1.150V	258.9PS	WFS_A	7.5G_4_HVDD
HFH	3010	1.150V	258.9PS	WFS_B	7.5G_4_HVDD
HFH	3011	1.150V	258.9PS	WST_A	7.5G_4_HVDD
HFH	3012	1.150V	258.9PS	RST_A	7.5G_4_HVDD
HFH	3013	1.150V	258.9PS	RMW_A	7.5G_4_HVDD
HFH	3014	1.150V	258.9PS	RMW_B	7.5G_4_HVDD
HFH	3015	1.150V	258.9PS	DRMW_N	7.5G_4_HVDD
HFH	3016	1.150V	258.9PS	RMW_N	7.5G_4_HVDD
HFH	3017	1.150V	258.9PS	SEL_A	7.5G_4_HVDD
HFH	3018	1.150V	258.9PS	SEL_B	7.5G_4_HVDD
HFH	3019	1.150V	258.9PS	SEL_C	7.5G_4_HVDD
HFH	3020	1.150V	258.9PS	DSM_A	7.5G_4_HVDD
HFH	3021	1.150V	258.9PS	DSM_B	7.5G_4_HVDD
HFH	3022	1.150V	258.9PS	RRD_A	7.5G_4_HVDD
HFH	3023	1.150V	258.9PS	RRD_B	7.5G_4_HVDD
HFH	3024	1.150V	258.9PS	IOM_A	7.5G_4_HVDD
HFH	3025	1.150V	258.9PS	NIF_A	7.5G_4_HVDD
HFH	3026	1.150V	258.9PS	I2F_A	7.5G_4_HVDD
HFH	3027	1.150V	258.9PS	WRX_A	7.5G_4_HVDD
HFH	3028	1.150V	258.9PS	WRX_B	7.5G_4_HVDD
HFH	3029	1.150V	258.9PS	WRX_C	7.5G_4_HVDD
HFH	3030	1.150V	258.9PS	WDI_A	7.5G_4_HVDD
HFH	3031	1.150V	258.9PS	WDI_B	7.5G_4_HVDD
HFH	3032	1.150V	258.9PS	WDI_C	7.5G_4_HVDD
HFH	3033	1.150V	258.9PS	WDI_N	7.5G_4_HVDD
HFH	3034	1.150V	258.9PS	WDI_M	7.5G_4_HVDD
HFH	3035	1.150V	258.9PS	LDM_A	7.5G_4_HVDD
HFH	3036	1.150V	258.9PS	WDM_A	7.5G_4_HVDD
HFH	3037	1.150V	258.9PS	DWN_N	7.5G_4_HVDD
HFH	3038	1.150V	258.9PS	NV2_A	7.5G_4_HVDD
HFH	3039	1.150V	258.9PS	NV3_A	7.5G_4_HVDD
HFH	3040	1.150V	258.9PS	NV3_B	7.5G_4_HVDD
HFH	3041	1.150V	258.9PS	NV4_A	7.5G_4_HVDD
HFH	3042	1.150V	258.9PS	NV5_A	7.5G_4_HVDD
HFH	3043	1.150V	258.9PS	WFR_A	7.5G_4_HVDD
HFH	3044	1.150V	258.9PS	WFR_B	7.5G_4_HVDD
HFH	3045	1.150V	258.9PS	FCW_A	7.5G_4_HVDD
HFH	3046	1.150V	258.9PS	FCR_A	7.5G_4_HVDD
HFH	3047	1.150V	258.9PS	OTF_A	7.5G_4_HVDD
HFH	3048	1.150V	258.9PS	OTF_B	7.5G_4_HVDD
HFH	3049	1.150V	258.9PS	BLR_A	7.5G_4_HVDD
HFH	3050	1.150V	258.9PS	AAD_A	7.5G_4_HVDD
HFH	3051	1.150V	258.9PS	OCG_O	7.5G_4_HVDD
HFH	3052	1.150V	258.9PS	OCG_A	7.5G_4_HVDD
HFH	3053	1.150V	258.9PS	OCG_N	7.5G_4_HVDD
HFH	3054	1.150V	258.9PS	PDN_A	7.5G_4_HVDD
HFH	3055	1.150V	258.9PS	PDN_B	7.5G_4_HVDD
HFH	3056	1.150V	258.9PS	DPDN_A	7.5G_4_HVDD
HFH	3057	1.150V	258.9PS	ACM_A	7.5G_4_HVDD
HFH	3058	1.150V	258.9PS	ACM_B	7.5G_4_HVDD
HFH	3059	1.150V	258.9PS	ADC_A	7.5G_4_HVDD
HFH	3060	1.150V	258.9PS	ADC_N	7.5G_4_HVDD
HFH	3061	1.150V	258.9PS	DADC_A	7.5G_4_HVDD
HFH	3062	1.150V	258.9PS	DADC_B	7.5G_4_HVDD
HFH	3063	1.150V	258.9PS	DADC_C	7.5G_4_HVDD
HFH	3064	1.150V	258.9PS	DBI_A	7.5G_4_HVDD
HFH	3065	1.150V	258.9PS	D2I_A	7.5G_4_HVDD
HFH	3066	1.150V	258.9PS	DB2_A	7.5G_4_HVDD
HFH	3067	1.150V	258.9PS	DBG_A	7.5G_4_HVDD
HFH	3068	1.150V	258.9PS	DBG_B	7.5G_4_HVDD
HFH	3069	1.150V	258.9PS	GPB_A	7.5G_4_HVDD
HFH	3070	1.150V	258.9PS	PP4_A	7.5G_4_HVDD
HFH	3071	1.150V	258.9PS	PR2_A	7.5G_4_HVDD
HFH	3072	1.150V	258.9PS	PR3_A	7.5G_4_HVDD
HFH	3073	1.150V	258.9PS	PR3_N	7.5G_4_HVDD
HFH	3074	1.150V	258.9PS	APO_A	7.5G_4_HVDD
HFH	3075	1.150V	258.9PS	AWR_A	7.5G_4_HVDD
HFH	3076	1.150V	258.9PS	IAP_A	7.5G_4_HVDD
HFH	3077	1.150V	258.9PS	API_A	7.5G_4_HVDD
HFH	3078	1.150V	258.9PS	CCD_A	7.5G_4_HVDD
HFH	3079	1.150V	258.9PS	GPT_A	7.5G_4_HVDD
HFH	3080	1.150V	258.9PS	CIP_A	7.5G_4_HVDD
HFH	3081	1.150V	258.9PS	YMA_A	7.5G_4_HVDD
HFH	3082	1.150V	258.9PS	YCG_A	7.5G_4_HVDD
HFH	3083	1.150V	258.9PS	CYF_A	7.5G_4_HVDD
HFH	3084	1.150V	258.9PS	GLY_A	7.5G_4_HVDD
HFH	3085	1.150V	258.9PS	DYG_A	7.5G_4_HVDD
HFH	3086	1.150V	258.9PS	CJP_A	7.5G_4_HVDD
HFH	3087	1.150V	258.9PS	CJP_N	7.5G_4_HVDD
HFH	3088	1.150V	258.9PS	IPN_A	7.5G_4_HVDD
HFH	3089	1.150V	258.9PS	IPN_N	7.5G_4_HVDD
HFH	3090	1.150V	258.9PS	IPN_C	7.5G_4_HVDD
HFH	3091	1.150V	258.9PS	IPN_M	7.5G_4_HVDD
HFH	3092	1.150V	258.9PS	PBR_A	7.5G_4_HVDD
HFH	3093	1.150V	258.9PS	PBR_N	7.5G_4_HVDD
HFH	3094	1.150V	258.9PS	PBR_C	7.5G_4_HVDD
HFH	3095	1.150V	258.9PS	PBR_O	7.5G_4_HVDD
HFH	3096	1.150V	258.9PS	PBR_B	7.5G_4_HVDD
HFH	3097	1.150V	258.9PS	PBR_M	7.5G_4_HVDD
HFH	3098	1.150V	258.9PS	PGK_A	7.5G_4_HVDD
HFH	3099	1.150V	258.9PS	DPGK_A	7.5G_4_HVDD
HFH	3100	1.150V	258.9PS	PGK_N	7.5G_4_HVDD
HFH	3101	1.150V	258.9PS	PGK_M	7.5G_4_HVDD
HFH	3102	1.150V	258.9PS	DPBR_A	7.5G_4_HVDD
HFH	3103	1.150V	258.9PS	DPBR_B	7.5G_4_HVDD
HFH	3104	1.150V	258.9PS	DPBR_C	7.5G_4_HVDD
HFH	3105	1.150V	258.9PS	DPBR_N	7.5G_4_HVDD
HFH	3106	1.150V	258.9PS	DPBR_M	7.5G_4_HVDD
HFH	3107	1.150V	258.9PS	DPBR_O	7.5G_4_HVDD
HFH	3108	1.150V	258.9PS	DIPN_A	7.5G_4_HVDD
HFH	3109	1.150V	258.9PS	DIPN_B	7.5G_4_HVDD
HFH	3110	1.150V	258.9PS	DIPN_C	7.5G_4_HVDD
HFH	3111	1.150V	258.9PS	DIPN_D	7.5G_4_HVDD
HFH	3112	1.150V	258.9PS	DIPN_E	7.5G_4_HVDD
HFH	3113	1.150V	258.9PS	DIPN_F	7.5G_4_HVDD
HFH	3114	1.150V	258.9PS	DIPN_N	7.5G_4_HVDD
HFH	3115	1.150V	258.9PS	DIPN_M	7.5G_4_HVDD
HFH	3116	1.150V	258.9PS	DIPN_O	7.5G_4_HVDD
HFH	3117	1.150V	258.9PS	DIPN_P	7.5G_4_HVDD
HFH	3118	1.150V	258.9PS	DIPN_Q	7.5G_4_HVDD
HFH	3119	1.150V	258.9PS	DIPN_R	7.5G_4_HVDD
HFH	3120	1.150V	258.9PS	4YF_A	7.5G_4_HVDD
HFH	3121	1.150V	258.9PS	IRN_A	7.5G_4_HVDD
HFH	3122	1.150V	258.9PS	RCD_A	7.5G_4_HVDD
HFH	3123	1.150V	258.9PS	GIO_A	7.5G_4_HVDD
HFH	3124	1.150V	258.9PS	MAT_A	7.5G_4_HVDD
HFH	3125	1.150V	258.9PS	PCP_A	7.5G_4_HVDD
HFH	3126	1.150V	258.9PS	RPD_A	7.5G_4_HVDD
HFH	3127	1.150V	258.9PS	ECM_A	7.5G_4_HVDD
HFH	3128	1.150V	258.9PS	PRF_A	7.5G_4_HVDD
HFH	3129	1.150V	258.9PS	DCF_E	7.5G_4_HVDD
HFH	3130	1.150V	258.9PS	DCF_F	7.5G_4_HVDD
HFH	3131	1.150V	258.9PS	LEC_A	7.5G_4_HVDD
HFH	3132	1.150V	258.9PS	LEC_B	7.5G_4_HVDD
HFH	3134	1.150V	258.9PS	LFF_A	7.5G_4_HVDD
HFH	3135	1.150V	258.9PS	HRG_A	7.5G_4_HVDD
HFH	3136	1.150V	258.9PS	DPDS_A	7.5G_4_HVDD
HFH	3137	1.150V	258.9PS	DM6_A	7.5G_4_HVDD
HFH	3138	1.150V	258.9PS	D3P_A	7.5G_4_HVDD
HFH	3139	1.150V	258.9PS	FFR_A	7.5G_4_HVDD
HFH	3140	1.150V	258.9PS	FFR_B	7.5G_4_HVDD
HFH	3142	1.150V	258.9PS	WKO_E	7.5G_4_HVDD
HFH	3143	1.150V	258.9PS	WKO_F	7.5G_4_HVDD
HFH	3144	1.150V	258.9PS	ART_A	7.5G_4_HVDD
HFH	3145	1.150V	258.9PS	ART_B	7.5G_4_HVDD
HFH	3146	1.150V	258.9PS	CWS_A	7.5G_4_HVDD
HFH	3147	1.150V	258.9PS	CWS_B	7.5G_4_HVDD
HFH	3149	1.150V	258.9PS	APD_A	7.5G_4_HVDD
HFH	3159	1.150V	258.9PS	APD_T	7.5G_4_HVDD
HFH	3160	1.150V	258.9PS	AGP_A	7.5G_4_HVDD
HFH	3171	1.150V	258.9PS	PGK_X	7.5G_4_HVDD
HFH	3172	1.150V	258.9PS	PGK_O	7.5G_4_HVDD
HFH	3173	1.150V	258.9PS	PGK_P	7.5G_4_HVDD
HFH	3174	1.150V	258.9PS	DPGK_O	7.5G_4_HVDD
HFH	3175	1.150V	258.9PS	DPGK_P	7.5G_4_HVDD
HFH	3176	1.150V	258.9PS	DPGK_B	7.5G_4_HVDD
HFH	3177	1.150V	258.9PS	DPGK_C	7.5G_4_HVDD
HFH	3178	1.150V	258.9PS	DPGK_D	7.5G_4_HVDD
HFH	273	1.000V	258.9PS	DRDC_S	7.5G_4_LVDD
HFH	274	1.000V	258.9PS	DWFF_C	7.5G_4_LVDD
HFH	3200	1.000V	258.9PS	I4R_A	7.5G_4_LVDD
HFH	3201	1.000V	258.9PS	I4R_B	7.5G_4_LVDD
HFH	3202	1.000V	258.9PS	I8R_A	7.5G_4_LVDD
HFH	3203	1.000V	258.9PS	I8R_B	7.5G_4_LVDD
HFH	3204	1.000V	258.9PS	IYF_A	7.5G_4_LVDD
HFH	3205	1.000V	258.9PS	IYF_B	7.5G_4_LVDD
HFH	3206	1.000V	258.9PS	ROB_A	7.5G_4_LVDD
HFH	3207	1.000V	258.9PS	COB_A	7.5G_4_LVDD
HFH	3208	1.000V	258.9PS	COB_N	7.5G_4_LVDD
HFH	3209	1.000V	258.9PS	WFS_A	7.5G_4_LVDD
HFH	3210	1.000V	258.9PS	WFS_B	7.5G_4_LVDD
HFH	3211	1.000V	258.9PS	WST_A	7.5G_4_LVDD
HFH	3212	1.000V	258.9PS	RST_A	7.5G_4_LVDD
HFH	3213	1.000V	258.9PS	RMW_A	7.5G_4_LVDD
HFH	3214	1.000V	258.9PS	RMW_B	7.5G_4_LVDD
HFH	3215	1.000V	258.9PS	DRMW_N	7.5G_4_LVDD
HFH	3216	1.000V	258.9PS	RMW_N	7.5G_4_LVDD
HFH	3217	1.000V	258.9PS	SEL_A	7.5G_4_LVDD
HFH	3218	1.000V	258.9PS	SEL_B	7.5G_4_LVDD
HFH	3219	1.000V	258.9PS	SEL_C	7.5G_4_LVDD
HFH	3220	1.000V	258.9PS	DSM_A	7.5G_4_LVDD
HFH	3221	1.000V	258.9PS	DSM_B	7.5G_4_LVDD
HFH	3222	1.000V	258.9PS	RRD_A	7.5G_4_LVDD
HFH	3223	1.000V	258.9PS	RRD_B	7.5G_4_LVDD
HFH	3224	1.000V	258.9PS	IOM_A	7.5G_4_LVDD
HFH	3225	1.000V	258.9PS	NIF_A	7.5G_4_LVDD
HFH	3226	1.000V	258.9PS	I2F_A	7.5G_4_LVDD
HFH	3227	1.000V	258.9PS	WRX_A	7.5G_4_LVDD
HFH	3228	1.000V	258.9PS	WRX_B	7.5G_4_LVDD
HFH	3229	1.000V	258.9PS	WRX_C	7.5G_4_LVDD
HFH	3230	1.000V	258.9PS	WDI_A	7.5G_4_LVDD
HFH	3231	1.000V	258.9PS	WDI_B	7.5G_4_LVDD
HFH	3232	1.000V	258.9PS	WDI_C	7.5G_4_LVDD
HFH	3233	1.000V	258.9PS	WDI_N	7.5G_4_LVDD
HFH	3234	1.000V	258.9PS	WDI_M	7.5G_4_LVDD
HFH	3235	1.000V	258.9PS	LDM_A	7.5G_4_LVDD
HFH	3236	1.000V	258.9PS	WDM_A	7.5G_4_LVDD
HFH	3237	1.000V	258.9PS	DWN_N	7.5G_4_LVDD
HFH	3238	1.000V	258.9PS	NV2_A	7.5G_4_LVDD
HFH	3239	1.000V	258.9PS	NV3_A	7.5G_4_LVDD
HFH	3240	1.000V	258.9PS	NV3_B	7.5G_4_LVDD
HFH	3241	1.000V	258.9PS	NV4_A	7.5G_4_LVDD
HFH	3242	1.000V	258.9PS	NV5_A	7.5G_4_LVDD
HFH	3243	1.000V	258.9PS	WFR_A	7.5G_4_LVDD
HFH	3244	1.000V	258.9PS	WFR_B	7.5G_4_LVDD
HFH	3245	1.000V	258.9PS	FCW_A	7.5G_4_LVDD
HFH	3246	1.000V	258.9PS	FCR_A	7.5G_4_LVDD
HFH	3247	1.000V	258.9PS	OTF_A	7.5G_4_LVDD
HFH	3248	1.000V	258.9PS	OTF_B	7.5G_4_LVDD
HFH	3249	1.000V	258.9PS	BLR_A	7.5G_4_LVDD
HFH	3250	1.000V	258.9PS	AAD_A	7.5G_4_LVDD
HFH	3251	1.000V	258.9PS	OCG_O	7.5G_4_LVDD
HFH	3252	1.000V	258.9PS	OCG_A	7.5G_4_LVDD
HFH	3253	1.000V	258.9PS	OCG_N	7.5G_4_LVDD
HFH	3254	1.000V	258.9PS	PDN_A	7.5G_4_LVDD
HFH	3255	1.000V	258.9PS	PDN_B	7.5G_4_LVDD
HFH	3256	1.000V	258.9PS	DPDN_A	7.5G_4_LVDD
HFH	3257	1.000V	258.9PS	ACM_A	7.5G_4_LVDD
HFH	3258	1.000V	258.9PS	ACM_B	7.5G_4_LVDD
HFH	3259	1.000V	258.9PS	ADC_A	7.5G_4_LVDD
HFH	3260	1.000V	258.9PS	ADC_N	7.5G_4_LVDD
HFH	3261	1.000V	258.9PS	DADC_A	7.5G_4_LVDD
HFH	3262	1.000V	258.9PS	DADC_B	7.5G_4_LVDD
HFH	3263	1.000V	258.9PS	DADC_C	7.5G_4_LVDD
HFH	3264	1.000V	258.9PS	DBI_A	7.5G_4_LVDD
HFH	3265	1.000V	258.9PS	D2I_A	7.5G_4_LVDD
HFH	3266	1.000V	258.9PS	DB2_A	7.5G_4_LVDD
HFH	3267	1.000V	258.9PS	DBG_A	7.5G_4_LVDD
HFH	3268	1.000V	258.9PS	DBG_B	7.5G_4_LVDD
HFH	3269	1.000V	258.9PS	GPB_A	7.5G_4_LVDD
HFH	3270	1.000V	258.9PS	PP4_A	7.5G_4_LVDD
HFH	3271	1.000V	258.9PS	PR2_A	7.5G_4_LVDD
HFH	3272	1.000V	258.9PS	PR3_A	7.5G_4_LVDD
HFH	3273	1.000V	258.9PS	PR3_N	7.5G_4_LVDD
HFH	3274	1.000V	258.9PS	APO_A	7.5G_4_LVDD
HFH	3275	1.000V	258.9PS	AWR_A	7.5G_4_LVDD
HFH	3276	1.000V	258.9PS	IAP_A	7.5G_4_LVDD
HFH	3277	1.000V	258.9PS	API_A	7.5G_4_LVDD
HFH	3278	1.000V	258.9PS	CCD_A	7.5G_4_LVDD
HFH	3279	1.000V	258.9PS	GPT_A	7.5G_4_LVDD
HFH	3280	1.000V	258.9PS	CIP_A	7.5G_4_LVDD
HFH	3281	1.000V	258.9PS	YMA_A	7.5G_4_LVDD
HFH	3282	1.000V	258.9PS	YCG_A	7.5G_4_LVDD
HFH	3283	1.000V	258.9PS	CYF_A	7.5G_4_LVDD
HFH	3284	1.000V	258.9PS	GLY_A	7.5G_4_LVDD
HFH	3285	1.000V	258.9PS	DYG_A	7.5G_4_LVDD
HFH	3286	1.000V	258.9PS	CJP_A	7.5G_4_LVDD
HFH	3287	1.000V	258.9PS	CJP_N	7.5G_4_LVDD
HFH	3288	1.000V	258.9PS	IPM_A	7.5G_4_LVDD
HFH	3289	1.000V	258.9PS	IPM_N	7.5G_4_LVDD
HFH	3290	1.000V	258.9PS	IPM_C	7.5G_4_LVDD
HFH	3291	1.000V	258.9PS	IPM_M	7.5G_4_LVDD
HFH	3292	1.000V	258.9PS	PBR_A	7.5G_4_LVDD
HFH	3293	1.000V	258.9PS	PBR_N	7.5G_4_LVDD
HFH	3296	1.000V	258.9PS	PBR_B	7.5G_4_LVDD
HFH	3297	1.000V	258.9PS	PBR_M	7.5G_4_LVDD
HFH	3298	1.000V	258.9PS	PGK_A	7.5G_4_LVDD
HFH	3299	1.000V	258.9PS	DPGK_A	7.5G_4_LVDD
HFH	3300	1.000V	258.9PS	PGK_N	7.5G_4_LVDD
HFH	3301	1.000V	258.9PS	PGK_M	7.5G_4_LVDD
HFH	3302	1.000V	258.9PS	DPBR_A	7.5G_4_LVDD
HFH	3303	1.000V	258.9PS	DPBR_B	7.5G_4_LVDD
HFH	3304	1.000V	258.9PS	DPBR_C	7.5G_4_LVDD
HFH	3305	1.000V	258.9PS	DPBR_N	7.5G_4_LVDD
HFH	3306	1.000V	258.9PS	DPBR_M	7.5G_4_LVDD
HFH	3307	1.000V	258.9PS	DPBR_O	7.5G_4_LVDD
HFH	3308	1.000V	258.9PS	DIPM_A	7.5G_4_LVDD
HFH	3309	1.000V	258.9PS	DIPM_B	7.5G_4_LVDD
HFH	3310	1.000V	258.9PS	DIPM_C	7.5G_4_LVDD
HFH	3311	1.000V	258.9PS	DIPM_D	7.5G_4_LVDD
HFH	3312	1.000V	258.9PS	DIPM_E	7.5G_4_LVDD
HFH	3313	1.000V	258.9PS	DIPM_F	7.5G_4_LVDD
HFH	3314	1.000V	258.9PS	DIPM_N	7.5G_4_LVDD
HFH	3315	1.000V	258.9PS	DIPM_M	7.5G_4_LVDD
HFH	3316	1.000V	258.9PS	DIPM_O	7.5G_4_LVDD
HFH	3317	1.000V	258.9PS	DIPM_P	7.5G_4_LVDD
HFH	3318	1.000V	258.9PS	DIPM_Q	7.5G_4_LVDD
HFH	3319	1.000V	258.9PS	DIPM_R	7.5G_4_LVDD
HFH	3320	1.000V	258.9PS	4YF_A	7.5G_4_LVDD
HFH	3321	1.000V	258.9PS	IRN_A	7.5G_4_LVDD
HFH	3322	1.000V	258.9PS	RCD_A	7.5G_4_LVDD
HFH	3323	1.000V	258.9PS	GIO_A	7.5G_4_LVDD
